kind,subkind,package,file,line,method,type_related,verdict,reachability,detail,review_note,snippet
op,default_arrow,com.legend,com/legend/AssertVerdicts.java,380,AssertVerdicts,True,,,,,default -> null;
op,default_arrow,com.legend,com/legend/AssertVerdicts.java,394,canonicalTypeFqn,True,,,,,default -> name;
op,instanceof_else_default,com.legend,com/legend/AssertVerdicts.java,448,instanceOrigin,True,,,,,List<TypedSpec> aargs = root instanceof TypedUserCall u ? u.args()
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/AssertVerdicts.java,452,instanceOrigin,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,instanceof_else_default,com.legend,com/legend/AssertVerdicts.java,458,instanceOrigin,True,,,,,&& aargs.get(1) instanceof
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/AssertVerdicts.java,463,instanceOrigin,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,notnull_ternary,com.legend,com/legend/AssertVerdicts.java,647,instanceOrigin,False,,,,,"fe2.decline() != null ? ""render-e: "" + fe2.decline()"
op,instanceof_else_default,com.legend,com/legend/AssertVerdicts.java,719,scanKeylessCtor,True,,,,,String fqn = n instanceof
op,instanceof_else_default,com.legend,com/legend/AssertVerdicts.java,722,scanKeylessCtor,True,,,,,: n instanceof
op,null_ternary,com.legend,com/legend/AssertVerdicts.java,794,frame,False,,,,,"return t == null ? new Framed(null, ""null-canon-cell"")"
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,867,mixedNumericKinds,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.INTEGER) {
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,870,mixedNumericKinds,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.FLOAT) {
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,873,mixedNumericKinds,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.DECIMAL
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,889,typeName,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.INTEGER
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,890,typeName,True,,,plain,,|| t == com.legend.compiler.element.type.Type.Primitive.FLOAT
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,891,typeName,True,,,plain,,|| t == com.legend.compiler.element.type.Type.Primitive.DECIMAL
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,894,typeName,True,,,plain,,|| t == com.legend.compiler.element.type.Type.Primitive.NUMBER
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,904,typeName,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.STRING) {
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,907,typeName,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.BOOLEAN) {
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,910,typeName,True,,,plain,,if (t == com.legend.compiler.element.type.Type.Primitive.STRICT_DATE
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,911,typeName,True,,,plain,,|| t == com.legend.compiler.element.type.Type.Primitive.DATE_TIME
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,912,typeName,True,,,plain,,|| t == com.legend.compiler.element.type.Type.Primitive.DATE) {
op,default_arrow,com.legend,com/legend/AssertVerdicts.java,1039,decodeSide,False,,,,,"case null, default -> el;"
catch,RETHROW,com.legend,com/legend/AssertVerdicts.java,1042,decodeSide,False,,,java.sql.SQLException ex,,"{ throw new IllegalStateException( ""array side unwrap failed"", ex); }"
throw,INTERNAL_JDK:IllegalStateException,com.legend,com/legend/AssertVerdicts.java,1043,decodeSide,False,,,INTERNAL_JDK,,throw new IllegalStateException(
op,default_arrow,com.legend,com/legend/AssertVerdicts.java,1052,decodeSide,False,,,,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/AssertVerdicts.java,1052,decodeSide,False,,,INTERNAL_CUSTOM,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_JDK:IllegalStateException,com.legend,com/legend/AssertVerdicts.java,1061,one,True,,,INTERNAL_JDK,,"throw new IllegalStateException(what + "" must be one value,"""
op,default_arrow,com.legend,com/legend/AssertVerdicts.java,1077,one,True,,,,,default -> null;
op,instanceof_else_default,com.legend,com/legend/AssertVerdicts.java,1088,one,True,,,,,return r instanceof ExecutionResult.Tabular t ? t : null;
standin,Type.Primitive.*,com.legend,com/legend/AssertVerdicts.java,1110,ok,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.BOOLEAN);
throw,OTHER:SQLException,com.legend,com/legend/AssertVerdicts.java,1115,fail,True,,,OTHER,,throw new java.sql.SQLException(message);
catch,RETHROW,com.legend,com/legend/Compiler.java,91,compileModel,False,,,com.legend.error.ModelException e,,"{ // Decorate with the offending ELEMENT's [line:col] — the offsets // live on the original parse (resolution rebuilds ParsedModel // without them), so the driver is where source meets failure. Integer off = e.element() == null ? null : par"
op,null_ternary,com.legend,com/legend/Compiler.java,95,compileModel,False,,,in_catch,,Integer off = e.element() == null ? null
throw,USER:ModelException,com.legend,com/legend/Compiler.java,100,compileModel,False,,,USER,,"throw new com.legend.error.ModelException(e.phase(),"
comment,fallback,com.legend,com/legend/Compiler.java,128,,False,,,javadoc,,"/** * Parse each source as its OWN unit — per-file import sections, per-file * positions — and merge into one model: the MODULE compile every real * legend project needs (the engine compiles a repository's files * together; cross-file refer"
catch,RETHROW,com.legend,com/legend/Compiler.java,175,parseSources,False,,,com.legend.error.LegendCompileException e,,"{ if (parseWallSink == null) { throw e; } parseWallSink.accept(src.name(), String.valueOf(e.getMessage()).split(""\n"")[0]); continue; }"
op,instanceof_else_default,com.legend,com/legend/Compiler.java,188,parseSources,True,,,,,String key = el instanceof com.legend.model.FunctionDefinition fd
catch,RETHROW,com.legend,com/legend/Compiler.java,277,compileModel,True,,,com.legend.error.ModelException e,,{ String fqn = e.element(); String srcName = fqn == null ? null : module.model().elementSources().get(fqn); Integer off = fqn == null ? null : module.model().elementOffsets().get(fqn); if (srcName == null || off == null) { throw e; } throw 
op,null_ternary,com.legend,com/legend/Compiler.java,279,compileModel,True,,,in_catch,,String srcName = fqn == null ? null
op,null_ternary,com.legend,com/legend/Compiler.java,281,compileModel,True,,,in_catch,,Integer off = fqn == null ? null
throw,USER:ModelException,com.legend,com/legend/Compiler.java,286,compileModel,True,,,USER,,"throw new com.legend.error.ModelException(e.phase(),"
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/Compiler.java,423,executeWire,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,notnull_ternary,com.legend,com/legend/Compiler.java,429,executeWire,True,,,,,"&& g.json() != null ? g.json() : ""[]"");"
op,notnull_ternary,com.legend,com/legend/Compiler.java,449,wireSchema,True,LEGITIMATE,n/a,,"wireSchema: a scalar/collection root is the documented one-column ""value"" relation; the column type IS info.type()",return rt != null ? rt
comment,default,com.legend,com/legend/Compiler.java,457,,False,,,javadoc,,/** * The runtime's SQL dialect: its connections' declared * {@code DatabaseType} selects the renderer; an undeclared type is LOUD. * A runtime with no relational connection binding (or no runtime at all * &mdash; the caller-supplied-connec
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/Compiler.java,491,dialectOf,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,USER:MappingResolutionException,com.legend,com/legend/Compiler.java,534,dialectOf,False,,,USER,,throw new com.legend.error.MappingResolutionException(
op,default_arrow,com.legend,com/legend/Compiler.java,548,dialectOf,False,,,,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/Compiler.java,548,dialectOf,False,,,INTERNAL_CUSTOM,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/Compiler.java,555,dialectOf,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,null_ternary,com.legend,com/legend/Compiler.java,611,dialectOf,False,,,,,imports == null
comment,default,com.legend,com/legend/Compiler.java,672,,False,,,javadoc,,"/** * EAGER G — the compileAll mode: type-check every user function BODY * in the module UP FRONT (the default path compiles lazily at call * sites, so a function nobody calls never surfaces its type errors). * Failures come back as a wall "
catch,SWALLOWED,com.legend,com/legend/Compiler.java,688,compileAllBodies,True,,,RuntimeException e,,"{ walls.put(fqn, String.valueOf(e.getMessage())); continue; }"
catch,SWALLOWED,com.legend,com/legend/Compiler.java,698,compileAllBodies,True,,,RuntimeException e,,"{ walls.put(tf.signatureKey(), String.valueOf(e.getMessage())); }"
op,orElse,com.legend,com/legend/ConnectionFlags.java,69,quoteIdentifiersOf,True,,,,,: i.elseBranch().orElse(null);
op,null_ternary,com.legend,com/legend/ConnectionFlags.java,75,quoteIdentifiersOf,True,,,,,yield branch == null ? null : staticBool(branch);
op,default_arrow,com.legend,com/legend/ConnectionFlags.java,77,quoteIdentifiersOf,True,,,,,default -> null;
comment,default,com.legend,com/legend/ConnectionFlags.java,102,,True,,,javadoc,,"/** The engine connection's timeZone, read off the RUNTIME argument * (an inline DatabaseConnection(timeZone='US/Arizona')). Null when * absent — the default-zone connection. */"
op,default_arrow,com.legend,com/legend/ConnectionFlags.java,135,quoteIdentifiersOf,True,,,,,"default -> ""TestDatabaseConnection"";"
op,instanceof_else_default,com.legend,com/legend/ConnectionFlags.java,165,quoteIdentifiersOf,True,,,,,"return ni.properties().get(""type"") instanceof"
op,null_ternary,com.legend,com/legend/ConnectionFlags.java,173,quoteIdentifiersOf,True,,,,,"return ni == null ? ""H2"" : dbTypeOf(ni);"
op,instanceof_else_default,com.legend,com/legend/ConnectionLets.java,93,readOutsideConnArg,True,,,,,List<TypedSpec> args = n instanceof TypedNativeCall nc2
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/CrossStoreGuard.java,48,check,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,isEmpty_ternary,com.legend,com/legend/MetamodelSteps.java,65,MetamodelSteps,True,,,,,return l.isEmpty() ? null : l.get(0);
op,null_ternary,com.legend,com/legend/MetamodelSteps.java,94,MetamodelSteps,False,,,,,return body == null ? null
op,default_arrow,com.legend,com/legend/MetamodelSteps.java,153,MetamodelSteps,False,,,,,default -> {
op,instanceof_else_default,com.legend,com/legend/MetamodelSteps.java,215,MetamodelSteps,True,,,,,&& c.args().get(1) instanceof
op,default_arrow,com.legend,com/legend/MetamodelSteps.java,231,MetamodelSteps,False,,,,,default -> null;
comment,default,com.legend,com/legend/NonNull.java,8,,False,,,javadoc,,"/** * This type use is never {@code null} — an explicit override inside an * otherwise-unannotated context (in NullAway-checked packages non-null is * already the default, so this appears rarely; see {@link Nullable}). */"
op,default_arrow,com.legend,com/legend/PlanAllocations.java,54,collectRequires,True,,,,,default -> null;
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/PlanAllocations.java,103,collectRequires,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,null_ternary,com.legend,com/legend/PlanEnvelope.java,29,emit,False,,,,,java.util.List<String> inTexts = inp == null ? java.util.List.of()
op,notnull_ternary,com.legend,com/legend/PlanEnvelope.java,32,emit,False,,,,,var planOut = inp != null ? inp.plan() : es.plan();
op,notnull_ternary,com.legend,com/legend/PlanEnvelope.java,35,emit,False,,,,,"inp != null ? pd.render(planOut) : es.sql(),"
standin,Type.Primitive.*,com.legend,com/legend/PlanEnvelope.java,48,emit,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
op,notnull_ternary,com.legend,com/legend/PlanEnvelope.java,52,emit,True,,,,,return new ExecutionResult.Scalar(inp != null
standin,Type.Primitive.*,com.legend,com/legend/PlanEnvelope.java,55,emit,True,LEGITIMATE,n/a,plain,"STRING is the result type of plan TEXT, not a fallback",com.legend.compiler.element.type.Type.Primitive.STRING);
op,instanceof_else_default,com.legend,com/legend/SeedSqlForms.java,40,assertForm,True,,,,,instanceof com.legend.compiler.spec.typed.TypedPackageableRef p2
op,null_ternary,com.legend,com/legend/SeedSqlForms.java,42,assertForm,True,,,,,var db2 = dbFqn2 == null ? null
op,orElse,com.legend,com/legend/SeedSqlForms.java,43,assertForm,True,,,,,: env.ctx().findDatabase(dbFqn2).orElse(null);
standin,Type.Primitive.*,com.legend,com/legend/SeedSqlForms.java,49,assertForm,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
op,instanceof_else_default,com.legend,com/legend/SeedSqlForms.java,54,assertForm,True,,,,,instanceof com.legend.compiler.spec.typed.TypedPackageableRef pr
op,null_ternary,com.legend,com/legend/SeedSqlForms.java,56,assertForm,True,,,,,var dbDef = dbFqn == null ? null
op,orElse,com.legend,com/legend/SeedSqlForms.java,57,assertForm,True,,,,,: env.ctx().findDatabase(dbFqn).orElse(null);
op,notnull_ternary,com.legend,com/legend/SeedSqlForms.java,59,assertForm,True,,,,,"dbDef != null ? com.legend.exec.Ddl.setUpDataSqlsText(csv,"
standin,Type.Primitive.*,com.legend,com/legend/SeedSqlForms.java,62,assertForm,True,LEGITIMATE,n/a,plain,"STRING is the result type of SQL TEXT, not a fallback",com.legend.compiler.element.type.Type.Primitive.STRING);
op,instanceof_else_default,com.legend,com/legend/SeedSqlForms.java,71,assertForm,True,,,,,arg instanceof com.legend.compiler.spec.typed.TypedCollection tc
op,instanceof_else_default,com.legend,com/legend/SeedSqlForms.java,83,assertForm,True,,,,,v instanceof com.legend.compiler.spec.typed.TypedCollection vc
op,instanceof_else_default,com.legend,com/legend/SeedSqlForms.java,109,assertForm,True,,,,,instanceof com.legend.compiler.spec.typed.TypedPackageableRef spr
standin,Type.Primitive.*,com.legend,com/legend/SeedSqlForms.java,113,assertForm,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
throw,INTERNAL_JDK:IllegalStateException,com.legend,com/legend/StatementExecutor.java,154,StatementExecutor,True,,,INTERNAL_JDK,,"throw new IllegalStateException(""reading an"""
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,183,StatementExecutor,True,,,,,TypedSpec bare = stmt instanceof com.legend.compiler.spec.typed.TypedLet l
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,273,StatementExecutor,True,,,plain,,com.legend.compiler.element.type.Type
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,288,StatementExecutor,True,,,plain,,com.legend.compiler.element.type.Type
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,339,StatementExecutor,True,,,plain,,com.legend.compiler.element.type.Type
throw,INTERNAL_JDK:IllegalStateException,com.legend,com/legend/StatementExecutor.java,410,frameReplaceEnv,False,,,INTERNAL_JDK,,"throw new IllegalStateException(""conflicting table"""
op,null_ternary,com.legend,com/legend/StatementExecutor.java,416,frameReplaceEnv,False,,,,,return union == null ? env
comment,default,com.legend,com/legend/StatementExecutor.java,442,,False,,,line,,// Composite = the engine-DEFAULT spellings (native trim/pad/
op,default_arrow,com.legend,com/legend/StatementExecutor.java,445,frameReplaceEnv,True,,,,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,445,frameReplaceEnv,True,,,INTERNAL_CUSTOM,,default -> throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,451,frameReplaceEnv,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,456,frameReplaceEnv,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,465,frameReplaceEnv,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,572,engineSql,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,578,engineSql,False,,,,,"+ (System.getenv(""LL_TMP_DEBUG"") != null"
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,623,engineSql,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,636,engineSql,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,675,engineSql,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,691,engineSql,True,,,,,String tz = rtArg != null ? ConnectionFlags.timeZoneOf(rtArg) : null;
op,null_ternary,com.legend,com/legend/StatementExecutor.java,692,engineSql,False,,,,,String fromConn = rtArg == null
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,696,engineSql,False,,,,,String connName = rtArg != null
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,698,engineSql,False,,,,,: fromConn != null ? fromConn
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,700,engineSql,False,,,,,"String dbType = rtArg != null ? ConnectionFlags.databaseTypeOf(rtArg) : ""H2"";"
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,711,engineSql,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,716,engineSql,True,,,,,rtArg != null
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,737,engineSql,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
op,null_ternary,com.legend,com/legend/StatementExecutor.java,813,engineSql,True,,,,,"String var = prevVar == null ? ""tdsVar"""
op,null_ternary,com.legend,com/legend/StatementExecutor.java,823,engineSql,False,,,,,String aSql = prevVar == null ? aEs.sql()
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,861,engineSql,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,968,firstFromChainMappings,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,987,firstFromChainMappings,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
standin,Type.Primitive.*,com.legend,com/legend/StatementExecutor.java,992,firstFromChainMappings,True,,,plain,,com.legend.compiler.element.type.Type.Primitive.STRING);
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,996,firstFromChainMappings,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,1029,firstFromChainMappings,False,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1050,firstFromChainMappings,False,,,,,com.legend.model.DatabaseDefinition db = storeFqn == null ? null
op,orElse,com.legend,com/legend/StatementExecutor.java,1051,firstFromChainMappings,False,,,,,: env.ctx().findDatabase(storeFqn).orElse(null);
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1068,firstFromChainMappings,False,,,,,default -> throw new IllegalStateException(
throw,INTERNAL_JDK:IllegalStateException,com.legend,com/legend/StatementExecutor.java,1068,firstFromChainMappings,True,,,INTERNAL_JDK,,default -> throw new IllegalStateException(
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1074,firstFromChainMappings,True,,,,,instanceof com.legend.compiler.spec.typed.TypedCString c
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,1091,firstFromChainMappings,True,,,,,java.util.List<String> specSqls = specCsv != null && db != null
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1135,planDialect,False,,,,,default ->
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,1158,planDialect,True,,,,,return dbh != null ? dbh
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1191,planDialect,True,,,,,java.util.List<TypedSpec> els9 = ps9 == null
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1285,planDialect,True,,,,,java.util.List<TypedSpec> els = ps == null
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1317,planDialect,True,,,,,default -> null;
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1327,planDialect,True,,,,,return lit == null ? null
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1335,planDialect,True,,,,,java.util.List<TypedSpec> raw = vs instanceof
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1338,planDialect,True,,,,,: vs == null ? java.util.List.of()
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1351,planDialect,False,,,,,default -> {
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1373,planDialect,True,,,,,"Object nm = ni.properties().get(""name"") instanceof"
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1376,planDialect,True,,,,,return nm instanceof com.legend.exec.MetamodelWalk.QnH q
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1380,planDialect,True,,,,,"return ni.properties().get(""name"") instanceof"
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1389,planDialect,True,,,,,Object rv = rel == null ? null
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1395,planDialect,True,,,,,return rv == null ? null
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1440,planDialect,False,,,,,default -> {
op,notnull_ternary,com.legend,com/legend/StatementExecutor.java,1514,planDialect,True,,,,,"yield x != null ? x : planWalk(nn, specs, env);"
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1527,planDialect,True,,,,,default -> {
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1548,planDialect,True,,,,,java.util.List<TypedSpec> els = v instanceof
op,null_ternary,com.legend,com/legend/StatementExecutor.java,1551,planDialect,True,,,,,: v == null ? java.util.List.of() : java.util.List.of(v);
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1572,planDialect,True,,,,,return w instanceof com.legend.exec.MetamodelWalk.Rop r
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1605,planDialect,False,,,,,default -> null;
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1616,planDialect,False,,,,,default -> null;
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1624,planDialect,False,,,,,default -> null;
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1631,planDialect,True,,,,,default -> null;
op,default_arrow,com.legend,com/legend/StatementExecutor.java,1673,planDialect,True,,,,,default -> null;
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend,com/legend/StatementExecutor.java,1725,planModel,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,instanceof_else_default,com.legend,com/legend/StatementExecutor.java,1733,planModel,True,,,,,instanceof com.legend.compiler.spec.typed.TypedPackageableRef pr
