# BATCH A - session config, arithmetic, rounding, math, bitwise, null
rd.s2.duck125	round	SELECT ROUND_EVEN(0.125, 2)
rd.trunc	round	SELECT TRUNCATE(2.567, 2)
rd.he.build25	round	SELECT CASE WHEN ABS(2.5 - TRUNCATE(2.5,0)) = 0.5 AND MOD(TRUNCATE(2.5,0), 2) = 0 THEN TRUNCATE(2.5,0) ELSE ROUND(2.5) END
rd.he.build35	round	SELECT CASE WHEN ABS(3.5 - TRUNCATE(3.5,0)) = 0.5 AND MOD(TRUNCATE(3.5,0), 2) = 0 THEN TRUNCATE(3.5,0) ELSE ROUND(3.5) END
rd.he.buildn25	round	SELECT CASE WHEN ABS(-2.5 - TRUNCATE(-2.5,0)) = 0.5 AND MOD(TRUNCATE(-2.5,0), 2) = 0 THEN TRUNCATE(-2.5,0) ELSE ROUND(-2.5) END
rd.hu.duck	round	SELECT ROUND(2.5)
rd.hu.dbl	round	SELECT ROUND(2.5e0)
# ---- math
mt.sqrt	math	SELECT SQRT(16)
mt.cbrt.duck	math	SELECT CBRT(27)
mt.cbrt.c1	math	SELECT POWER(27, 1.0/3)
mt.cbrt.c2	math	SELECT POWER(27, 1e0/3e0)
mt.cbrt.c3	math	SELECT SIGN(-27)*POWER(ABS(-27), 1e0/3e0)
mt.exp	math	SELECT EXP(1)
mt.ln	math	SELECT LN(10)
mt.log10	math	SELECT LOG10(100)
mt.pow	math	SELECT POWER(2,10)
mt.pi	math	SELECT PI()
mt.sin	math	SELECT SIN(1)
mt.cos	math	SELECT COS(1)
mt.tan	math	SELECT TAN(1)
mt.asin	math	SELECT ASIN(0.5)
mt.acos	math	SELECT ACOS(0.5)
mt.atan	math	SELECT ATAN(1)
mt.atan2.duck	math	SELECT ATAN2(1,2)
mt.atan2.c1	math	SELECT ATAN(1,2)
mt.sinh.duck	math	SELECT SINH(1)
mt.sinh.c1	math	SELECT (EXP(1)-EXP(-1))/2
mt.cosh.duck	math	SELECT COSH(1)
mt.cosh.c1	math	SELECT (EXP(1)+EXP(-1))/2
mt.tanh.duck	math	SELECT TANH(1)
mt.tanh.c1	math	SELECT (EXP(2*1)-1)/(EXP(2*1)+1)
mt.cot	math	SELECT COT(1)
mt.radians	math	SELECT RADIANS(180)
mt.degrees	math	SELECT DEGREES(PI())
mt.ceil.duck	math	SELECT CAST(CEIL(1.2) AS BIGINT)
mt.ceil.c1	math	SELECT CAST(CEIL(1.2) AS SIGNED)
mt.ceiling	math	SELECT CEILING(1.2)
mt.floor.duck	math	SELECT CAST(FLOOR(1.8) AS BIGINT)
mt.floor.c1	math	SELECT CAST(FLOOR(1.8) AS SIGNED)
mt.floorraw	math	SELECT FLOOR(1.8)
mt.floorraw.neg	math	SELECT FLOOR(-1.2)
mt.sign.duck	math	SELECT CAST(SIGN(-5) AS BIGINT)
mt.sign.c1	math	SELECT CAST(SIGN(-5) AS SIGNED)
mt.sign	math	SELECT SIGN(-5)
mt.ln.zero	math	SELECT LN(0)
mt.ln.neg	math	SELECT LN(-1)
mt.sqrt.neg	math	SELECT SQRT(-1)
# ---- bitwise
bt.and	bit	SELECT (12 & 10)
bt.or	bit	SELECT (12 | 10)
bt.xor.duck	bit	SELECT xor(12, 10)
bt.xor.c1	bit	SELECT (12 ^ 10)
bt.shl	bit	SELECT (1 << 4)
bt.shr	bit	SELECT (256 >> 4)
bt.not.duck	bit	SELECT xor(5, -1)
bt.not.c1	bit	SELECT ~5
bt.not.c2	bit	SELECT (5 ^ -1)
bt.not.c3	bit	SELECT CAST(~5 AS SIGNED)
bt.negshr	bit	SELECT (-8 >> 1)
bt.negshl	bit	SELECT (-1 << 1)
bt.negand	bit	SELECT (-8 & 12)
bt.negand.cast	bit	SELECT CAST((-8 & 12) AS SIGNED)
bt.negxor	bit	SELECT (-8 ^ 12)
bt.xor.log.duck	bit	SELECT ((TRUE AND NOT FALSE) OR (NOT TRUE AND FALSE))
bt.xor.log.c1	bit	SELECT (TRUE XOR FALSE)
bt.xor.log.c2	bit	SELECT (TRUE XOR TRUE)
bt.xor.log.null	bit	SELECT (TRUE XOR NULL)
# ---- null / membership
nl.isnull	null	SELECT (sal IS NULL) FROM emp WHERE id=5
nl.isnotnull	null	SELECT (sal IS NOT NULL) FROM emp WHERE id=5
nl.in	null	SELECT (2 IN (1,2,3))
nl.in.null	null	SELECT (NULL IN (1,2,3))
nl.in.nullmem	null	SELECT (2 IN (1,NULL,3))
nl.coalesce	null	SELECT COALESCE(NULL, 5)
nl.coalesce3	null	SELECT COALESCE(NULL, NULL, 'x')
nl.isdistinct.duck	null	SELECT (1 IS DISTINCT FROM NULL)
nl.isdistinct.c1	null	SELECT NOT (1 <=> NULL)
nl.isdistinct.c2	null	SELECT (1 <=> NULL)
nl.isdistinct.c3	null	SELECT (NULL <=> NULL)
nl.greatest	null	SELECT GREATEST(1,2,3)
nl.greatest.null	null	SELECT GREATEST(1,NULL,3)
nl.least	null	SELECT LEAST(1,2,3)
nl.least.null	null	SELECT LEAST(1,NULL,3)
nl.greatest.str	null	SELECT GREATEST('a','B')
nl.parseint.duck	null	SELECT CAST('123' AS BIGINT)
nl.parseint.c1	null	SELECT CAST('123' AS SIGNED)
nl.parseint.max	null	SELECT CAST('9223372036854775807' AS SIGNED)
nl.parseint.min	null	SELECT CAST('-9223372036854775808' AS SIGNED)
nl.parseint.bad	null	SELECT CAST('abc' AS SIGNED)
nl.parseint.c2	null	SELECT CONVERT('123', SIGNED)
# ---- runtime
rt.typeof.duck	rt	SELECT typeof(1)
rt.typeof.c1	rt	SELECT COLUMN_TYPE(1)
rt.error.duck	rt	SELECT error('boom')
rt.error.c1	rt	SIGNAL SQLSTATE '45000' SET MESSAGE_TEXT = 'boom'
rt.error.c2	rt	SELECT (SELECT 1 UNION ALL SELECT 2)
rt.error.c3	rt	SELECT CAST('x' AS DECIMAL) / 0
rt.error.c4	rt	SELECT JSON_VALUE('{bad', '$.a')
rt.error.c5	rt	SELECT ExtractValue('x', 'a[')
rt.curuser.duck	rt	SELECT current_user
rt.curuser.c1	rt	SELECT CURRENT_USER()
rt.curuser.c2	rt	SELECT USER()
rt.guid.duck	rt	SELECT uuid()
rt.guid.c1	rt	SELECT UUID()
rt.hash.duck	rt	SELECT hash('abc')
rt.hash.c1	rt	SELECT CRC32('abc')
rt.hash.c2	rt	SELECT CONV(SUBSTRING(MD5('abc'),1,16),16,10)
rt.md5	rt	SELECT MD5('abc')
rt.sha1	rt	SELECT SHA1('abc')
rt.sha256.duck	rt	SELECT sha256('abc')
rt.sha256.c1	rt	SELECT SHA2('abc', 256)
# ---- BATCH A2 follow-ups
a2.sqlmode1	cfg	SELECT SUBSTRING(@@sql_mode, 1, 100)
a2.sqlmode2	cfg	SELECT SUBSTRING(@@sql_mode, 101, 200)
a2.onlyfullgb	cfg	SELECT @@sql_mode LIKE '%ONLY_FULL_GROUP_BY%'
a2.ansiquotes	cfg	SELECT @@sql_mode LIKE '%ANSI_QUOTES%'
a2.pipesconcat	cfg	SELECT @@sql_mode LIKE '%PIPES_AS_CONCAT%'
a2.pi.c1	math	SELECT PI() + 0e0
a2.pi.c2	math	SELECT PI() * 1.0e0
a2.pi.c3	math	SELECT ACOS(-1)
a2.pi.c4	math	SELECT CAST(PI() AS DOUBLE)
a2.pi.eq	math	SELECT PI() = ACOS(-1)
a2.intdiv.duckneg	arith	SELECT (-7 // 2)
a2.intdiv.duckneg2	arith	SELECT (7 // -2)
a2.concat.null	str	SELECT CONCAT('a',NULL,'b')
a2.concat.ws	str	SELECT CONCAT_WS('','a',NULL,'b')
a2.concat.coalesce	str	SELECT CONCAT(COALESCE('a',''),COALESCE(NULL,''),COALESCE('b',''))
a2.greatest.skipnull	null	SELECT GREATEST(COALESCE(1,-1e308),COALESCE(NULL,-1e308),COALESCE(3,-1e308))
a2.err.xpath	rt	SELECT ExtractValue('<a/>', CONCAT('/', 'boom', '['))
a2.err.jsonval	rt	SELECT JSON_VALUE('{}', 'boom')
a2.err.subq	rt	SELECT (SELECT id FROM emp)
a2.err.jsonextract	rt	SELECT JSON_EXTRACT('{}', 'boom')
a2.err.strict	rt	SELECT CAST('boom' AS DATE)
a2.typeof.c2	rt	SELECT JSON_TYPE(JSON_EXTRACT(JSON_ARRAY(1),'$[0]'))
a2.typeof.c3	rt	SELECT JSON_TYPE(CAST(1 AS JSON))
a2.typeof.c4	rt	SELECT DATA_TYPE FROM information_schema.columns WHERE table_name='emp' AND column_name='sal'
# ---- BATCH B strings
s.len.duck	str	SELECT LENGTH('abc')
s.len.multi	str	SELECT LENGTH('héllo')
s.len.charlen	str	SELECT CHAR_LENGTH('héllo')
s.upper	str	SELECT UPPER('aBc')
s.lower	str	SELECT LOWER('aBc')
s.upper.multi	str	SELECT UPPER('héllo')
s.substr.duck	str	SELECT substr('abcdef', 2, 3)
s.substr.c1	str	SELECT SUBSTRING('abcdef', 2, 3)
s.substr.neg	str	SELECT SUBSTRING('abcdef', -3, 2)
s.substr.zero	str	SELECT SUBSTRING('abcdef', 0, 2)
s.substr.2arg	str	SELECT SUBSTRING('abcdef', 3)
s.substr.overrun	str	SELECT SUBSTRING('abc', 2, 99)
s.strpos.duck	str	SELECT strpos('abcabc','bc')
s.strpos.c1	str	SELECT LOCATE('bc','abcabc')
s.strpos.c2	str	SELECT INSTR('abcabc','bc')
s.strpos.c3	str	SELECT POSITION('bc' IN 'abcabc')
s.strpos.miss	str	SELECT INSTR('abc','zz')
s.strpos.case	str	SELECT INSTR('ABC','bc')
s.startswith.duck	str	SELECT starts_with('abcdef','abc')
s.startswith.c1	str	SELECT (LEFT('abcdef', CHAR_LENGTH('abc')) = 'abc')
s.startswith.c2	str	SELECT ('abcdef' LIKE CONCAT('abc','%'))
s.startswith.c3	str	SELECT (LOCATE('abc','abcdef') = 1)
s.startswith.case	str	SELECT (LEFT('ABCDEF', 3) = 'abc')
s.startswith.casebin	str	SELECT (LEFT('ABCDEF', 3) = BINARY 'abc')
s.endswith.duck	str	SELECT ends_with('abcdef','def')
s.endswith.c1	str	SELECT (RIGHT('abcdef', CHAR_LENGTH('def')) = 'def')
s.endswith.c2	str	SELECT ('abcdef' LIKE CONCAT('%','def'))
s.left	str	SELECT LEFT('abcdef',3)
s.left.neg	str	SELECT LEFT('abcdef',-1)
s.right	str	SELECT RIGHT('abcdef',3)
s.lpad	str	SELECT LPAD('ab',5,'x')
s.lpad.trunc	str	SELECT LPAD('abcdef',3,'x')
s.lpad.sp	str	SELECT LPAD('ab',5,' ')
s.rpad	str	SELECT RPAD('ab',5,'x')
s.trim	str	SELECT TRIM('  ab  ')
s.trim.2arg.duck	str	SELECT trim('xxabxx','x')
s.trim.2arg.c1	str	SELECT TRIM(BOTH 'x' FROM 'xxabxx')
s.ltrim	str	SELECT LTRIM('  ab  ')
s.ltrim.2arg.duck	str	SELECT ltrim('xxab','x')
s.ltrim.2arg.c1	str	SELECT TRIM(LEADING 'x' FROM 'xxab')
s.rtrim	str	SELECT RTRIM('  ab  ')
s.rtrim.2arg.c1	str	SELECT TRIM(TRAILING 'x' FROM 'abxx')
s.replace	str	SELECT REPLACE('abcabc','b','Z')
s.replace.case	str	SELECT REPLACE('ABCabc','b','Z')
s.repeat.duck	str	SELECT repeat('ab',3)
s.repeat.c1	str	SELECT REPEAT('ab',3)
s.reverse.duck	str	SELECT reverse('abc')
s.reverse.c1	str	SELECT REVERSE('abc')
s.ascii.duck	str	SELECT ascii('A')
s.ascii.multi	str	SELECT ASCII('é')
s.ascii.ord	str	SELECT ORD('é')
s.ascii.duckmulti	str	SELECT ascii('é')
s.chr.duck	str	SELECT chr(65)
s.chr.c1	str	SELECT CHAR(65)
s.chr.c2	str	SELECT CHAR(65 USING utf8mb4)
s.chr.multi	str	SELECT CHAR(233 USING utf8mb4)
s.chr.duckmulti	str	SELECT chr(233)
s.ucfirst.duck	str	SELECT upper(substr('hello', 1, 1)) || substr('hello', 2)
s.ucfirst.c1	str	SELECT CONCAT(UPPER(SUBSTRING('hello',1,1)), SUBSTRING('hello',2))
s.lcfirst.c1	str	SELECT CONCAT(LOWER(SUBSTRING('HELLO',1,1)), SUBSTRING('HELLO',2))
s.b64enc.duck	str	SELECT to_base64(CAST('hello' AS BLOB))
s.b64enc.c1	str	SELECT TO_BASE64('hello')
s.b64enc.c2	str	SELECT TO_BASE64(CAST('hello' AS BINARY))
s.b64dec.duck	str	SELECT CAST(from_base64('aGVsbG8=') AS VARCHAR)
s.b64dec.c1	str	SELECT FROM_BASE64('aGVsbG8=')
s.b64dec.c2	str	SELECT CAST(FROM_BASE64('aGVsbG8=') AS CHAR)
s.lev.duck	str	SELECT levenshtein('kitten','sitting')
s.lev.c1	str	SELECT LEVENSHTEIN('kitten','sitting')
s.lev.c2	str	SELECT EDIT_DISTANCE('kitten','sitting')
s.lev.c3	str	SELECT SOUNDEX('kitten')
s.jw.duck	str	SELECT jaro_winkler_similarity('martha','marhta')
s.jw.c1	str	SELECT JARO_WINKLER_SIMILARITY('martha','marhta')
s.jw.c2	str	SELECT JARO_WINKLER('martha','marhta')
s.fmt.duck	str	SELECT printf('%s-%d','a',5)
s.fmt.c1	str	SELECT FORMAT('%s-%d','a',5)
s.fmt.collide	str	SELECT FORMAT(1234.5678, 2)
s.fmt.c2	str	SELECT SFORMAT('{}-{}','a',5)
s.fmt.c3	str	SELECT CONCAT('a','-',5)
s.split.duck	str	SELECT string_split('a,b,c',',')
s.split.c1	str	SELECT SPLIT('a,b,c',',')
s.split.c2	str	SELECT JSON_ARRAY(SUBSTRING_INDEX('a,b,c',',',1))
s.split.c3	str	SELECT CONCAT('["', REPLACE('a,b,c', ',', '","'), '"]')
s.splitpart.duck	str	SELECT split_part('a,b,c',',',2)
s.splitpart.c1	str	SELECT SUBSTRING_INDEX(SUBSTRING_INDEX('a,b,c',',',2),',',-1)
s.splitpart.oob.duck	str	SELECT split_part('a,b,c',',',9)
s.splitpart.oob.c1	str	SELECT SUBSTRING_INDEX(SUBSTRING_INDEX('a,b,c',',',9),',',-1)
# ---- regex
r.matches.duck	rx	SELECT regexp_matches('abc123','[0-9]+')
r.matches.c1	rx	SELECT ('abc123' REGEXP '[0-9]+')
r.matches.c2	rx	SELECT ('abc123' RLIKE '[0-9]+')
r.matches.c3	rx	SELECT (REGEXP_INSTR('abc123','[0-9]+') > 0)
r.matches.case	rx	SELECT ('ABC' REGEXP 'abc')
r.matches.casebin	rx	SELECT (BINARY 'ABC' REGEXP 'abc')
r.matches.duckcase	rx	SELECT regexp_matches('ABC','abc')
r.full.duck	rx	SELECT regexp_full_match('abc','a.c')
r.full.part.duck	rx	SELECT regexp_full_match('abcd','a.c')
r.full.c1	rx	SELECT ('abc' REGEXP CONCAT('^(?:','a.c',')$'))
r.full.c2	rx	SELECT ('abcd' REGEXP CONCAT('^(?:','a.c',')$'))
r.ext.duck	rx	SELECT regexp_extract('abc123','[0-9]+')
r.ext.c1	rx	SELECT REGEXP_SUBSTR('abc123','[0-9]+')
r.ext.grp.duck	rx	SELECT regexp_extract('2020-01-15','(\\d+)-(\\d+)',2)
r.ext.grp.c1	rx	SELECT REGEXP_SUBSTR('2020-01-15','(\\d+)-(\\d+)',1,1,'',2)
r.ext.grp.c2	rx	SELECT REGEXP_REPLACE('2020-01-15','^.*?(\\d+)-(\\d+).*$','\\2')
r.ext.grp.c3	rx	SELECT REGEXP_REPLACE('2020-01-15','^.*?(\\d+)-(\\d+).*$','$2')
r.extall.duck	rx	SELECT regexp_extract_all('a1b22c333','[0-9]+')
r.extall.c1	rx	SELECT REGEXP_SUBSTR_ALL('a1b22c333','[0-9]+')
r.extall.c2	rx	SELECT REGEXP_REPLACE('a1b22c333','[^0-9]+',',')
r.repl.duck	rx	SELECT regexp_replace('abc123','[0-9]+','#')
r.repl.c1	rx	SELECT REGEXP_REPLACE('abc123','[0-9]+','#')
r.repl.all.duck	rx	SELECT regexp_replace('a1b2','[0-9]','#')
r.repl.all.c1	rx	SELECT REGEXP_REPLACE('a1b2','[0-9]','#')
r.repl.backref.duck	rx	SELECT regexp_replace('ab','(a)(b)','\2\1')
r.repl.backref.c1	rx	SELECT REGEXP_REPLACE('ab','(a)(b)','\\2\\1')
r.repl.backref.c2	rx	SELECT REGEXP_REPLACE('ab','(a)(b)','$2$1')
r.instr	rx	SELECT REGEXP_INSTR('abc123','[0-9]+')
r.lookahead.mdb	rx	SELECT ('foobar' REGEXP 'foo(?=bar)')
r.lookahead.duck	rx	SELECT regexp_matches('foobar','foo(?=bar)')
r.backrefpat.mdb	rx	SELECT ('abab' REGEXP '(ab)\\1')
r.backrefpat.duck	rx	SELECT regexp_matches('abab','(ab)\1')
r.posixclass.mdb	rx	SELECT ('abc' REGEXP '[[:alpha:]]+')
r.posixclass.duck	rx	SELECT regexp_matches('abc','[[:alpha:]]+')
# ---- BATCH B2 follow-ups
b2.bslash.len	lit	SELECT LENGTH('\\')
b2.bslash.len2	lit	SELECT LENGTH('\')
b2.bslash.n	lit	SELECT LENGTH('\n')
b2.bslash.d	lit	SELECT LENGTH('\d')
b2.nobslash	lit	SELECT @@sql_mode LIKE '%NO_BACKSLASH_ESCAPES%'
b2.quote.esc	lit	SELECT LENGTH('a''b')
b2.ascii.cp1	str	SELECT CONV(HEX(CONVERT('é' USING utf32)),16,10)
b2.ascii.cp2	str	SELECT ORD(CONVERT('é' USING utf8mb4))
b2.chr.cp1	str	SELECT CONVERT(CHAR(233 USING latin1) USING utf8mb4)
b2.chr.cp2	str	SELECT CHAR(233 USING latin1)
b2.chr.cp3	str	SELECT CONVERT(UNHEX(LPAD(CONV(233,10,16),8,'0')) USING utf32)
b2.fmt.duck2	str	SELECT format('{}-{}','a',5)
b2.fmt.sformat	str	SELECT SFORMAT('{}-{}','a',5)
b2.fmt.sformat2	str	SELECT SFORMAT('{:.2f}',3.14159)
b2.regrepl.g.duck	rx	SELECT regexp_replace('a1b2','[0-9]','#','g')
b2.regrepl.first.mdb	rx	SELECT CONCAT(REGEXP_REPLACE(SUBSTRING('a1b2',1,REGEXP_INSTR('a1b2','[0-9]')+0),'[0-9]','#'),SUBSTRING('a1b2',REGEXP_INSTR('a1b2','[0-9]')+1))
b2.err.xpath2	rt	SELECT ExtractValue('<a/>', CONCAT('~','boom'))
b2.err.xpath3	rt	SELECT ExtractValue('<a/>', '~boom')
b2.lev.cte	str	WITH RECURSIVE t(i) AS (SELECT 1 UNION ALL SELECT i+1 FROM t WHERE i<3) SELECT COUNT(*) FROM t
b2.strcmp.bin	cfg	SELECT STRCMP('a','B')
b2.coll.bin	cfg	SELECT ('abc' = 'ABC' COLLATE utf8mb4_bin)
b2.coll.list	cfg	SELECT COUNT(*) FROM information_schema.collations WHERE collation_name IN ('utf8mb4_bin','utf8mb4_nopad_bin')
# ---- BATCH C temporal
t.today.duck	tm	SELECT current_date
t.today.c1	tm	SELECT CURDATE()
t.today.c2	tm	SELECT CURRENT_DATE()
t.now.duck	tm	SELECT now()
t.now.c1	tm	SELECT NOW()
t.now.c2	tm	SELECT CURRENT_TIMESTAMP()
t.now.c3	tm	SELECT SYSDATE()
t.now.type	tm	SELECT NOW(6)
t.ext.year.duck	tm	SELECT date_part('year', DATE '2020-01-15')
t.ext.year.c1	tm	SELECT EXTRACT(YEAR FROM DATE '2020-01-15')
t.ext.year.c2	tm	SELECT YEAR(DATE '2020-01-15')
t.ext.month.c1	tm	SELECT EXTRACT(MONTH FROM DATE '2020-01-15')
t.ext.day.c1	tm	SELECT EXTRACT(DAY FROM DATE '2020-01-15')
t.ext.hour.c1	tm	SELECT EXTRACT(HOUR FROM TIMESTAMP '2020-01-15 13:45:12')
t.ext.min.c1	tm	SELECT EXTRACT(MINUTE FROM TIMESTAMP '2020-01-15 13:45:12')
t.ext.sec.c1	tm	SELECT EXTRACT(SECOND FROM TIMESTAMP '2020-01-15 13:45:12')
t.ext.qtr.duck	tm	SELECT date_part('quarter', DATE '2020-05-15')
t.ext.qtr.c1	tm	SELECT QUARTER(DATE '2020-05-15')
t.ext.doy.duck	tm	SELECT date_part('dayofyear', DATE '2020-05-15')
t.ext.doy.c1	tm	SELECT DAYOFYEAR(DATE '2020-05-15')
t.ext.dow.duck	tm	SELECT date_part('dayofweek', DATE '2020-01-15')
t.ext.dow.c1	tm	SELECT DAYOFWEEK(DATE '2020-01-15')
t.ext.dow.c2	tm	SELECT WEEKDAY(DATE '2020-01-15')
t.ext.isodow.duck	tm	SELECT date_part('isodow', DATE '2020-01-15')
t.ext.isodow.c1	tm	SELECT WEEKDAY(DATE '2020-01-15') + 1
t.ext.week.duck	tm	SELECT date_part('week', DATE '2020-01-01')
t.ext.week.c1	tm	SELECT WEEK(DATE '2020-01-01')
t.ext.week.c2	tm	SELECT WEEK(DATE '2020-01-01', 3)
t.ext.week.c3	tm	SELECT WEEKOFYEAR(DATE '2020-01-01')
t.ext.week2.duck	tm	SELECT date_part('week', DATE '2021-01-03')
t.ext.week2.c1	tm	SELECT WEEK(DATE '2021-01-03')
t.ext.week2.c2	tm	SELECT WEEK(DATE '2021-01-03', 3)
t.ext.isoyear.duck	tm	SELECT date_part('isoyear', DATE '2021-01-03')
t.ext.isoyear.c1	tm	SELECT YEARWEEK(DATE '2021-01-03', 3) DIV 100
t.ext.epoch.duck	tm	SELECT date_part('epoch', TIMESTAMP '2020-01-15 00:00:00')
t.ext.epoch.c1	tm	SELECT UNIX_TIMESTAMP(TIMESTAMP '2020-01-15 00:00:00')
t.ext.ms.duck	tm	SELECT date_part('millisecond', TIMESTAMP '2020-01-15 00:00:01.234')
t.ext.ms.c1	tm	SELECT MICROSECOND(TIMESTAMP '2020-01-15 00:00:01.234') DIV 1000
t.trunc.day.duck	tm	SELECT CAST(TIMESTAMP '2020-05-15 13:45:12' AS DATE)
t.trunc.day.c1	tm	SELECT DATE(TIMESTAMP '2020-05-15 13:45:12')
t.trunc.duck.mon	tm	SELECT date_trunc('month', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.mdb.mon	tm	SELECT DATE_TRUNC(TIMESTAMP '2020-05-15 13:45:12', MONTH)
t.trunc.mon.c1	tm	SELECT DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-%m-01')
t.trunc.mon.c2	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-%m-01 00:00:00'))
t.trunc.duck.yr	tm	SELECT date_trunc('year', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.yr.c1	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-01-01 00:00:00'))
t.trunc.duck.hr	tm	SELECT date_trunc('hour', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.hr.c1	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-%m-%d %H:00:00'))
t.trunc.duck.min	tm	SELECT date_trunc('minute', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.min.c1	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-%m-%d %H:%i:00'))
t.trunc.duck.wk	tm	SELECT date_trunc('week', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.wk.c1	tm	SELECT DATE(TIMESTAMP '2020-05-15 13:45:12') - INTERVAL WEEKDAY(TIMESTAMP '2020-05-15 13:45:12') DAY
t.trunc.duck.qtr	tm	SELECT date_trunc('quarter', TIMESTAMP '2020-05-15 13:45:12')
t.trunc.qtr.c1	tm	SELECT MAKEDATE(YEAR(TIMESTAMP '2020-05-15'),1) + INTERVAL (QUARTER(TIMESTAMP '2020-05-15')-1) QUARTER
